model,id,title,authors
book.book,11149,The Screwtape Letters,C.S. Lewis
book.book,11154,The Screwtape Letters/Book & Study Guide,C.S. Lewis
book.book,11157,Four Mothers,Shifra Horn/Dalya Bilu
book.book,11159,Four Mothers at Chautuaqua,Pansy/Isabella MacDonald Alden
book.book,11161,The Trial of God: (as it was held on February 25  1649  in Shamgorod),Elie Wiesel/Robert McAfee Brown/Matthew Fox
book.book,11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell
book.book,11166,Dawn (The Night Trilogy  #2),Elie Wiesel/Frances Frenaye
book.book,11167,The Forgotten,Elie Wiesel/Stephen Becker
book.book,11168,Day (The Night Trilogy  #3),Elie Wiesel/Anne Borchardt
book.book,11174,All Rivers Run to the Sea,Elie Wiesel
book.book,11176,Father Hunger: Fathers  Daughters  and the Pursuit of Thinness,Margo Maine/Craig  Johnson
book.book,11178,Father Hunger: Fathers  Daughters & Food,Margo Maine/Craig L. Johnson
book.book,11184,Bold Land  Bold Love (Australian Trilogy  #1),Connie Mason
book.book,11197,Leading with a Limp: Turning Your Struggles Into Strengths,Dan B. Allender
book.book,11204,Something to Declare,Julia Alvarez
book.book,11208,How the García Girls Lost Their Accents,Julia Alvarez
book.book,11222,Kesey's One Flew Over the Cuckoo's Nest (Cliffs Notes),Bruce Edward Walker/Ken Kesey/CliffsNotes
book.book,11225,One Flew Over the Cuckoo's Nest,Ken Kesey
book.book,11226,One Flew over the Cuckoo's Nest,Ken Kesey
book.book,11229,The Sea  The Sea,Iris Murdoch/Mary Kinzie
book.book,11231,Existentialists and Mystics: Writings on Philosophy and Literature,Iris Murdoch/George Steiner/Peter J. Conradi
book.book,11234,A Fairly Honourable Defeat,Iris Murdoch/Peter Reed
book.book,11235,The Unicorn,Iris Murdoch
book.book,11240,Bruno's Dream,Iris Murdoch
book.book,11244,Mystical Paths (Starbridge  #5),Susan Howatch
book.book,11245,Glittering Images (Starbridge  #1),Susan Howatch
book.book,11247,Scandalous Risks,Susan Howatch
book.book,11251,Glamorous Powers (Starbridge  #2),Susan Howatch
book.book,11253,A Severed Head,Iris Murdoch
book.book,11262,Absolute Truths (Starbridge  #6),Susan Howatch
book.book,11263,The Shrouded Walls,Susan Howatch
book.book,11269,Waiting Sands,Susan Howatch
book.book,11277,The Hollow Man,Dan Simmons
book.book,11278,Hardcase (Joe Kurtz  #1),Dan Simmons
book.book,11279,Summer of Night (Seasons of Horror  #1),Dan Simmons
book.book,11285,Vengeance (Joe Kurtz  #1),Dan Simmons
book.book,11286,Carrion Comfort,Dan Simmons
book.book,11289,The Rise of Endymion (Hyperion Cantos  #4),Dan Simmons
book.book,11290,Children of the Night,Dan Simmons
book.book,11295,The Group,Mary McCarthy
book.book,11296,Haruki Murakami and the Music of Words,Jay Rubin
book.book,11297,Norwegian Wood,Haruki Murakami/Jay Rubin
book.book,11298,A Wild Sheep Chase (The Rat  #3),Haruki Murakami/Alfred Birnbaum
book.book,11301,Horton Hatches the Egg,Dr. Seuss
book.book,11308,Seaward,Susan Cooper
book.book,11311,The Boggart,Susan Cooper/Omar Rayyan
book.book,11313,Silver on the Tree (The Dark is Rising  #5),Susan Cooper
book.book,11317,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler
book.book,11318,Trouble Is My Business,Raymond Chandler
book.book,11320,The Captain's Verses,Pablo Neruda/Donald Devenish Walsh
book.book,11323,Herbert the Timid Dragon,Mercer Mayer
book.book,11324,Under the Net,Iris Murdoch
book.book,11326,Love,Toni Morrison
book.book,11333,Beloved,Toni Morrison/A.S. Byatt
book.book,11334,Song of Solomon,Toni Morrison
book.book,11337,The Bluest Eye,Toni Morrison
book.book,11339,100 Love Sonnets,Pablo Neruda/Stephen Tapscott
book.book,11340,Jazz,Toni Morrison
book.book,11341,Jazz,Toni Morrison
book.book,11346,Sula,Toni Morrison
book.book,11347,Sula,Toni Morrison
book.book,11349,Sula,Toni Morrison
book.book,11352,Sula,Toni Morrison
book.book,11355,Tar baby,Toni Morrison
book.book,11359,Tar Baby,Toni Morrison
book.book,11364,Pacific Northwest Hiking: The Complete Guide to More Than 1 000 of the Best Hikes in Washington and Oregon (Foghorn Outdoors),Scott Leonard/Megan McMorris
book.book,11366,The Guns of August,Barbara W. Tuchman/Robert K. Massie
book.book,11371,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer
book.book,11372,Babbitt,Sinclair Lewis
book.book,11373,Main Street,Sinclair Lewis/Brooke Allen
book.book,11376,Main Street,Sinclair Lewis
book.book,11377,Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis/Richard R. Lingeman
book.book,11378,Elmer Gantry,Sinclair Lewis
book.book,11380,Die Geisha,Arthur Golden
book.book,11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite
book.book,11389,Arrowsmith,Sinclair Lewis/E.L. Doctorow
book.book,11390,Something Wicked This Way Comes,Ray Bradbury
book.book,11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll
book.book,11406,A Door of Hope,Jan Frank
book.book,11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge
book.book,11426,Family (Firstborn  #4),Karen Kingsbury
book.book,11427,Found (Firstborn  #3),Karen Kingsbury
book.book,11428,Forever (Firstborn  #5),Karen Kingsbury
book.book,11429,Ever After (Lost Love  #2),Karen Kingsbury
book.book,11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley
book.book,11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury
book.book,11432,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley
book.book,11433,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley
book.book,11434,Forgiven (Firstborn  #2),Karen Kingsbury
book.book,11436,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley
book.book,11437,Where I'm Calling From: New and Selected Stories,Raymond Carver
book.book,11439,All of Us: The Collected Poems,Raymond Carver
book.book,11441,Short Cuts: Selected Stories,Raymond Carver/Robert Altman
book.book,11449,Cathedral,Raymond Carver
book.book,11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther
book.book,11464,Old School,Tobias Wolff
book.book,11466,This Boy's Life,Tobias Wolff
book.book,11468,The Vintage Book of Contemporary American Short Stories,Tobias Wolff
book.book,11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch
book.book,11473,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain
book.book,11478,The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson
book.book,11481,Sons of Mississippi: A Story of Race and Its Legacy,Paul Hendrickson
book.book,11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott
book.book,11486,The Color Purple,Alice Walker
book.book,11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson
book.book,11494,Humboldt's Gift,Saul Bellow
book.book,11499,The Promise,Chaim Potok
book.book,11502,The Gift of Asher Lev,Chaim Potok
book.book,11503,In the Beginning,Chaim Potok
book.book,11507,My Name Is Asher Lev,Chaim Potok
book.book,11511,L'Échiquier du mal,Dan Simmons
book.book,11514,L'Éveil d'Endymion II,Dan Simmons
book.book,11516,Les Larmes d'Icare,Dan Simmons/Jean-Daniel Brèque
book.book,11518,L'Épée de Darwin,Dan Simmons/Guy Abadia
book.book,11519,Les Fils des ténèbres,Dan Simmons
book.book,11520,Endymion: Pforten der Zeit,Dan Simmons
book.book,11525,1 000 Places to See Before You Die,Patricia Schultz
book.book,11535,The Crook Factory,Dan Simmons
book.book,11541,Swan Song,Robert R. McCammon
book.book,11548,Mine,Robert R. McCammon
book.book,11549,Gone South,Robert R. McCammon
book.book,11550,Usher's Passing,Robert R. McCammon
book.book,11551,The Wolf's Hour,Robert R. McCammon
book.book,11552,Mystery Walk,Robert R. McCammon
book.book,11553,Boy's Life,Robert R. McCammon
book.book,11556,Stinger,Robert R. McCammon
book.book,11557,Swan Song,Robert R. McCammon
book.book,11563,Danse Macabre,Stephen King
book.book,11565,The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne
book.book,11566,The Green Mile,Stephen King
book.book,11570,Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco
book.book,11571,Storm of the Century: An Original Screenplay,Stephen King
book.book,11574,The Body,Stephen King/Robin Waterfield
book.book,11580,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson
book.book,11584,On Writing: A Memoir,Stephen King
book.book,11588,The Shining,Stephen King
book.book,11594,La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King/Verónica Canales
book.book,11597,The Dark Half,Stephen King
book.book,11601,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H. Gresh/Robert E. Weinberg
book.book,11604,The Girl Who Loved Tom Gordon,Stephen King
book.book,11605,Riding the Bullet,Stephen King/Josh Hamilton
book.book,11606,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman
book.book,11608,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky
book.book,11611,Stand by Me,Raynold Gideon
book.book,11613,La danza de la muerte,Stephen King/Eduardo Goligorsky
book.book,11616,The Gardens of Emily Dickinson,Judith Farr/Louise Carter
book.book,11617,The Life of Emily Dickinson,Richard B. Sewall
book.book,11619,The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin
book.book,11621,Selected Poetry of Emily Dickinson,Emily Dickinson
book.book,11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil
book.book,11625,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes
book.book,11627,The Colossus and Other Poems,Sylvia Plath
book.book,11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander
book.book,11632,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough
book.book,11635,The Death and Life of Sylvia Plath,Ronald Hayman
book.book,11643,Te Kaihau: The Windeater,Keri Hulme
book.book,11648,Everyman,Philip Roth
book.book,11650,American Pastoral (The American Trilogy  #1),Philip Roth
book.book,11653,I Married a Communist (The American Trilogy  #2),Philip Roth
book.book,11654,Sabbath's Theater,Philip Roth
book.book,11655,The Counterlife,Philip Roth
book.book,11656,Rabbit Angstrom: The Four Novels,John Updike
book.book,11657,Terrorist,John Updike
book.book,11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike
book.book,11664,Brazil,John Updike
book.book,11665,Conversations with John Updike,James Plath
book.book,11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike
book.book,11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter
book.book,11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos
book.book,11670,Mr. Ives' Christmas,Oscar Hijuelos
book.book,11671,A Simple Habana Melody,Oscar Hijuelos
book.book,11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos
book.book,11684,The Known World,Edward P. Jones
book.book,11686,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone
book.book,11690,Istanbul: Memories and the City,Orhan Pamuk
book.book,11692,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب
book.book,11693,The White Castle,Orhan Pamuk/Victoria Rowe Holbrook
book.book,11695,La Vida Nueva,Orhan Pamuk/Rafael Carpintero
book.book,11697,Granta 85: Hidden Histories,Ian Jack
book.book,11698,Me llamo rojo,Orhan Pamuk/Rafael Carpintero
book.book,11701,The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop
book.book,11702,The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos
book.book,11704,Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden
book.book,11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand
book.book,11707,The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane
book.book,11715,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje
book.book,11723,Angels & Insects,A.S. Byatt
book.book,11728,The Blue Flower,Penelope Fitzgerald
book.book,11729,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode
book.book,11734,The Human Stain (The American Trilogy  #3),Philip Roth
book.book,11741,Housekeeping,Marilynne Robinson
book.book,11751,All Aunt Hagar's Children: Stories,Edward P. Jones
book.book,11752,Lost in the City,Edward P. Jones
book.book,11762,White Noise,Don DeLillo
book.book,11765,Americana,Don DeLillo
book.book,11766,Love-Lies-Bleeding,Don DeLillo
book.book,11767,The Body Artist,Don DeLillo
book.book,11768,The Hotel New Hampshire,John Irving
book.book,11769,The Hotel New Hampshire,John Irving
book.book,11771,Das Hotel New Hampshire,John Irving/Hans Hermann
book.book,11772,El Hotel New Hampshire,John Irving/Iris Menéndez
book.book,11777,Black Girl/White Girl,Joyce Carol Oates
book.book,11779,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter
book.book,11780,You Must Remember This,Joyce Carol Oates
book.book,11781,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter
book.book,11782,Missing Mom,Joyce Carol Oates
book.book,11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates
book.book,11785,Zombie,Joyce Carol Oates
book.book,11796,Sabbath's Theater,Philip Roth
book.book,11801,The Stone Diaries,Carol Shields
book.book,11809,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood
book.book,11824,The Whipping Boy,Sid Fleischman/Peter Sís
book.book,11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt
book.book,11854,Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins
book.book,11861,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout
book.book,11862,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo
book.book,11873,The Confessions of Nat Turner,William Styron
book.book,11876,Set This House On Fire,William Styron
book.book,11878,Darkness Visible: A Memoir of Madness,William Styron
book.book,11880,A Book of Blue Flowers,Robert L. Geneve
book.book,11886,Falconer,John Cheever
book.book,11890,The Wapshot Chronicle,John Cheever/Rick Moody
book.book,11900,72 Hour Hold,Bebe Moore Campbell
book.book,11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice
book.book,11907,The Victim,Saul Bellow
book.book,11908,The Adventures of Augie March,Saul Bellow/Christopher Hitchens
book.book,11910,Mr. Sammler's Planet,Saul Bellow/Stanley Crouch
book.book,11912,Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood
book.book,11915,Broken (Women of the Otherworld  #6),Kelley Armstrong
book.book,11917,Exit Strategy (Nadia Stafford #1),Kelley Armstrong
book.book,11918,Bitten (Otherworld  #1),Kelley Armstrong
book.book,11919,Haunted (Women of the Otherworld  #5),Kelley Armstrong
book.book,11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong
book.book,11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong
book.book,11922,Stolen (Women of the Otherworld  #2),Kelley Armstrong
book.book,11926,Moderato cantabile,Marguerite Duras
book.book,11932,The Line Between,Peter S. Beagle
book.book,11933,Tamsin,Peter S. Beagle
book.book,11934,The Fantasy Worlds of Peter Beagle,Peter S. Beagle
book.book,11938,The Innkeeper's Song,Peter S. Beagle
book.book,11949,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb
book.book,11963,Les petits chevaux de Tarquinia,Marguerite Duras
book.book,11970,The Humanoids (Humanoids #1),Jack Williamson
book.book,11978,Terraforming Earth,Jack Williamson
book.book,11980,Les jeux sont faits,Jean-Paul Sartre
book.book,11988,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos
book.book,11990,The Rebel,Albert Camus/Anthony Bower/Herbert Read
book.book,11991,The Fall,Albert Camus/Justin O'Brien
book.book,11993,Camus at Combat: Writing 1944-1947,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll
book.book,11995,Resistance  Rebellion and Death: Essays,Albert Camus/Justin O'Brien
book.book,11996,I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz
book.book,12000,Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes
book.book,12001,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger
book.book,12009,The Algebraist,Iain M. Banks
book.book,12013,Excession (Culture  #5),Iain M. Banks
book.book,12016,Look to Windward (Culture  #7),Iain M. Banks
book.book,12017,Inversions (Culture  #6),Iain M. Banks
book.book,12018,Exzession (Culture  #5),Iain M. Banks/Irene Bonhorst
book.book,12019,Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray
book.book,12022,A Song Of Stone,Iain Banks
book.book,12034,Selected Poems,Herman Melville/Robert Faggen
book.book,12035,Herman Melville: A Biography,Hershel Parker
book.book,12036,The Confidence-Man,Herman Melville/Tony Tanner/John Dugdale
book.book,12043,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall
book.book,12045,An Unofficial Rose,Iris Murdoch
book.book,12047,Days: A Tangier Diary,Paul Bowles
book.book,12048,The Sheltering Sky / Let It Come Down / The Spider's House,Paul Bowles/Daniel Halpern
book.book,12049,The Spider's House,Paul Bowles/Francine Prose
book.book,12050,A Hundred Camels in the Courtyard,Paul Bowles
book.book,12052,Collected Stories and Later Writings,Paul Bowles/Daniel Halpern
book.book,12053,The Sheltering Sky,Paul Bowles
book.book,12055,Points in Time,Paul Bowles
book.book,12059,The Accidental Bodyguard (Accidental  #2),Ann Major
book.book,12066,The Nice and the Good,Iris Murdoch
book.book,12069,No More Christian Nice Guy: When Being Nice--Instead of Good--Hurts Men  Women and Children,Paul Coughlin/Laura Schlessinger
book.book,12070,Good Omens: The Nice and Accurate Prophecies of Agnes Nutter  Witch,Terry Pratchett/Neil Gaiman
book.book,12071,Buenos Presagios: las buenas y ajustadas profecías de Agnes La Chalada,Terry Pratchett/Neil Gaiman
book.book,12073,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe
book.book,12074,Wittgenstein's Poker: The Story of a Ten-Minute Argument Between Two Great Philosophers,David Edmonds/John Eidinow
book.book,12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell
book.book,12076,Philosophical Investigations,Ludwig Wittgenstein/G.E.M. Anscombe
book.book,12077,On Certainty,Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright
book.book,12078,Wittgenstein on Rules and Private Language: An Elementary Exposition,Saul A. Kripke
book.book,12079,Ludwig Wittgenstein: The Duty of Genius,Ray Monk
book.book,12080,Wittgenstein's Vienna,Allan Janik/Stephen Toulmin
book.book,12081,The Blue and Brown Books,Ludwig Wittgenstein/Rush Rhees
book.book,12083,Long Day's Journey into Night,Eugene O'Neill/Harold Bloom
book.book,12086,Long Day's Journey: The Steamboat & Stagecoach Era in the Northern West,Carlos A. Schwantes
book.book,12090,En attendant Godot,Samuel Beckett
book.book,12091,The Coming of Godot: A Short History of a Masterpiece,Jonathan Croall/Peter Hall
book.book,12095,The Bald Soprano and Other Plays,Eugène Ionesco/Donald M. Allen
book.book,12099,Three Plays: Exit the King / The Killer / Macbett,Eugène Ionesco/Charles Marowitz/Donald   Watson
book.book,12108,The Discovery of New Worlds (Story of the World  #2),Margaret Bertha Synge
book.book,12113,Six Characters in Search of an Author and Other Plays,Luigi Pirandello/Mark Musa
book.book,12114,The Oil Jar and Other Stories,Luigi Pirandello/Stanley Appelbaum
book.book,12116,The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic
book.book,12117,One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam
book.book,12118,Henry IV,Luigi Pirandello/Tom Stoppard
book.book,12120,Three Plays,Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum
book.book,12123,Sierra's Homecoming (McKettricks  #5),Linda Lael Miller
book.book,12125,Homecoming (Tillerman Cycle  #1),Cynthia Voigt
book.book,12137,Buried Child,Sam Shepard
book.book,12142,Seven Plays,Sam Shepard/Richard Gilman
book.book,12143,You Come Too: Favorite Poems for Readers of All Ages,Robert Frost/Noel Perrin
book.book,12147,Watership Down,Richard  Adams
book.book,12148,Watership Down,Richard  Adams
book.book,12149,Tales from Watership Down,Richard  Adams
book.book,12155,The Bake Shop Ghost,Jacqueline K. Ogburn/Marjorie A. Priceman
book.book,12157,The Journey That Saved Curious George: The True Wartime Escape of Margret and H.A. Rey,Louise Borden/Allan Drummond
book.book,12169,All the Sad Young Men (Works of F. Scott Fitzgerald),F. Scott Fitzgerald/James L.W. West III
book.book,12172,Memoirs of Hadrian,Marguerite Yourcenar/Grace Frick
book.book,12180,Every Book Its Reader: The Power of the Printed Word to Stir the World,Nicholas A. Basbanes
book.book,12186,Invitation to a Beheading,Vladimir Nabokov
book.book,12187,Ada  or Ardor: A Family Chronicle,Vladimir Nabokov/Fatih Özgüven
book.book,12188,Strong Opinions,Vladimir Nabokov
book.book,12193,The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl
book.book,12194,Lord Jim,Joseph Conrad
book.book,12195,Typhoon and Other Tales,Joseph Conrad/Cedric Watts
book.book,12201,Stopping by Woods on a Snowy Evening,Robert Frost/Susan Jeffers
book.book,12202,The Poetry of Robert Frost: The Collected Poems  Complete and Unabridged,Robert Frost/Edward Connery Lathem
book.book,12203,Frost,Thomas Bernhard/Michael Hofmann
book.book,12204,The Road Not Taken and Other Poems,Robert Frost
book.book,12210,Collected Poems  Prose  and Plays,Robert Frost/Richard Poirier/Mark   Richardson
book.book,12212,Robert Frost: A Life,Jay Parini
book.book,12216,Three Plays: Desire Under the Elms / Strange Interlude / Mourning Becomes Electra,Eugene O'Neill/Luann Walther
book.book,12220,A Streetcar Named Desire,Tennessee Williams
book.book,12222,A Streetcar Named Desire,Tennessee Williams/Arthur  Miller
book.book,12224,Streetcar Suburbs: The Process of Growth in Boston  1870-1900,Sam Bass Warner
book.book,12225,A Streetcar Named Desire (SparkNotes Literature Guide),SparkNotes
book.book,12226,CliffNotes on Williams' Glass Menagerie & Streetcar Named Desire (Cliffs Notes),James Lamar Roberts/Tennessee Williams/CliffsNotes
book.book,12230,Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene
book.book,12240,The Play Soldier,Chet Green
book.book,12248,Return to Ithaca (Tales from the Odyssey  #5),Mary Pope Osborne/Troy Howell
book.book,12249,The New Testament,Richmond Lattimore
book.book,12250,Greek Lyrics,Richmond Lattimore
book.book,12254,The Iliad,Homer/Robert Fagles/Derek Jacobi
book.book,12256,The Iliad  Books 8-9 (Classical Texts Series),Homer/Charles H. Wilson
book.book,12263,The Gray-Eyed Goddess (Tales from the Odyssey  #4),Mary Pope Osborne/Troy Howell/Homer
book.book,12268,Collected Stories,Tennessee Williams/Gore Vidal
book.book,12274,Saint Joan,George Bernard Shaw/Dan H. Laurence/Imogen Stubbs
book.book,12275,The Intelligent Woman's Guide to Socialism  Capitalism  Sovietism and Fascism,George Bernard Shaw/Susan Moller Okin
book.book,12279,Molloy  Malone Dies  The Unnamable (The Trilogy  #1-3),Samuel Beckett
book.book,12288,The Adventures of Race Williams,Carroll John Daly
book.book,12290,The Hidden Hand,Carroll John Daly/Drew Bishop
book.book,12292,Murder from the East,Carroll John Daly
book.book,12293,Education as My Agenda: Gertrude Williams  Race & the Baltimore Public Schools,Jo Ann Ooiman Robinson
book.book,12296,The Scarlet Letter,Nathaniel Hawthorne/Thomas E. Connolly/Nina Baym
book.book,12297,The Scarlet Letter,Nathaniel Hawthorne/Kathryn Harrison
book.book,12299,The Scarlet Letter,Nathaniel Hawthorne
book.book,12300,The Scarlet Letter,Nathaniel Hawthorne
book.book,12301,The Scarlet Letter,Nathaniel Hawthorne
book.book,12302,Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne/Karin Jacobson
book.book,12315,The Birth of Tragedy,Friedrich Nietzsche/Clifton Fadiman
book.book,12317,Human  All Too Human (Complete Works 3),Friedrich Nietzsche/Gary Handwerk
book.book,12319,Basic Writings of Nietzsche,Friedrich Nietzsche/Walter Kaufmann/Peter Gay
book.book,12321,Beyond Good and Evil,Friedrich Nietzsche/R.J. Hollingdale/Michael Tanner
book.book,12322,Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche/R.J. Hollingdale
book.book,12328,How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum/Ron Zalme
book.book,12335,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford
book.book,12346,Premières Histoires,João Guimarães Rosa
book.book,12349,My Year of Meats,Ruth Ozeki
book.book,12350,Beef,Ruth Ozeki
book.book,12352,Mon épouse américaine,Ruth Ozeki/Florence Mortimer
book.book,12358,The Partly Cloudy Patriot,Sarah Vowell/Katherine Streeter
book.book,12365,The Risk Pool,Richard Russo
book.book,12366,The Whore's Child and Other Stories,Richard Russo
book.book,12370,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo
book.book,12372,The Lay of the Land,Richard Ford
book.book,12375,Tom Ford,Graydon Carter/Tom Ford/Anna Wintour/Bridget Foley
book.book,12378,The People's Tycoon: Henry Ford and the American Century,Steven Watts
book.book,12381,Wilderness: The Lost Writings  Vol. 1,Jim Morrison
book.book,12383,When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison
book.book,12395,Journey to the End of the Night,Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann
book.book,12398,Europe Central,William T. Vollmann
book.book,12401,Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi
book.book,12408,Passing,Nella Larsen/Carla Kaplan
book.book,12412,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen/Charles Larson/Marita Golden
book.book,12417,The Poet of Tolstoy Park,Sonny Brewer
book.book,12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy/Peter Sekirin
book.book,12424,Safe Conduct: An Autobiography and Other Writings,Boris Pasternak/B. Deutsch
book.book,12427,Letters: Summer 1926,Boris Pasternak/Marina Tsvetaeva/Rainer Maria Rilke
book.book,12441,Traveller,Richard  Adams
book.book,12442,The Plague Dogs,Richard  Adams
book.book,12444,Maia (Beklan Empire #2),Richard  Adams
book.book,12445,The Girl in a Swing,Richard  Adams
book.book,12447,You Can't Go Home Again,Thomas Wolfe
book.book,12448,Look Homeward  Angel,Thomas Wolfe
book.book,12451,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe/Pat Conroy
book.book,12457,Boys' Life & Search and Destroy,Howard Korder
book.book,12458,Complete Plays 1920–1931,Eugene O'Neill/Travis Bogard
book.book,12461,Complete Plays 1913–1920,Eugene O'Neill/Travis Bogard
book.book,12466,The Castle in the Forest,Norman Mailer
book.book,12467,The Naked and the Dead,Norman Mailer
book.book,12468,The Executioner's Song,Norman Mailer
